Baker,Barista,Brewer,Butcher,Farmer,Farrier,Fisherman,Grocer,Miller,Vinter
0.0297692,0.0103161,0.133911,0.0509369,0.0513575,0.107368,0.126602,0.00661159,0.111635,0.0180707,=AVERAGE(A192:J192)
0.0706636,0.00191116,0.0627456,0.0399432,0.0181828,0.0219126,0.00252962,0.00194311,0.0820017,0.182877,=AVERAGE(A193:J193)
0.00703001,0.042012,0.00558066,0.0314248,0.0272565,0.00719237,0.054709,0.0437982,0.0611973,0.124533,=AVERAGE(A194:J194)
0.0197141,0.0663434,0.017381,0.00287867,0.023315,0.0232625,0.0043664,0.0399477,0.126218,0.0417767,=AVERAGE(A195:J195)
0.0217409,0.0319164,0.0110471,0.0633869,0.0349369,0.0578173,0.00569081,0.00953293,0.0586944,0.0322163,=AVERAGE(A196:J196)
0.00839543,0.00809598,0.00700545,0.0247846,0.00667477,0.0351491,0.0375168,0.0501282,0.0288765,0.0788308,=AVERAGE(A197:J197)
0.00830841,0.0621683,0.0587568,0.0884404,0.0439057,0.0164931,0.0070765,0.0225165,0.030767,0.058713,=AVERAGE(A198:J198)
0.0144417,0.0360513,0.133601,0.0866672,0.05838,0.0309236,0.0474663,0.081212,0.0456591,0.02723,=AVERAGE(A199:J199)
0.0659223,0.0426259,0.205253,0.0554932,0.0352325,0.00508642,0.0219507,0.131553,0.0460922,0.0189092,=AVERAGE(A200:J200)
0.146393,0.129612,0.110511,0.177928,0.0339417,0.0132983,0.0156367,0.0754527,0.0161335,0.00385547,=AVERAGE(A201:J201)
0.100444,0.184465,0.120328,0.00814819,0.0149891,0.0203929,0.0286739,0.0585183,0.0339315,0.00578427,=AVERAGE(A202:J202)
0.0535293,0.0370712,0.113385,0.116597,0.0373168,0.00281072,0.0705508,0.154984,0.0881395,0.0196776,=AVERAGE(A203:J203)
0.0202053,0.0199585,0.008255,0.0925388,0.0270014,0.0754061,0.0313187,0.185661,0.179855,0.0261331,=AVERAGE(A204:J204)
0.0245025,0.144791,0.0102501,0.0775123,0.0123434,0.153146,0.0569441,0.14571,0.148949,0.066813,=AVERAGE(A205:J205)
0.0171118,0.137598,0.00892806,0.0619431,0.0061307,0.172625,0.108995,0.00413597,0.0462036,0.0385456,=AVERAGE(A206:J206)
0.033236,0.0814306,0.121842,0.215668,0.0145357,0.230703,0.12416,0.257095,0.0456109,0.0204992,=AVERAGE(A207:J207)
0.032505,0.162247,0.245226,0.153815,0.0892783,0.194369,0.0770701,0.0946817,0.0357656,0.0638417,=AVERAGE(A208:J208)
0.0109129,0.0673655,0.214787,0.100513,0.0779738,0.00517583,0.0172105,0.0897842,0.00968099,0.0289464,=AVERAGE(A209:J209)
0.0430887,0.0441334,0.0131445,0.0658994,0.0343657,0.0151758,0.00191212,0.00575233,0.147303,0.0843711,=AVERAGE(A210:J210)
0.0546103,0.0150168,0.105841,0.0332017,0.00730467,0.00999069,0.0429931,0.00529408,0.121534,0.00151777,=AVERAGE(A211:J211)
0.139698,0.00969625,0.0201619,0.0798821,0.0241096,0.0486967,0.058218,0.168538,0.0255261,0.0303578,=AVERAGE(A212:J212)
0.139338,0.0330288,0.000771761,0.0230653,0.0425055,0.0368106,0.00539446,0.0402286,0.0222932,0.0238097,=AVERAGE(A213:J213)
0.0605709,0.034965,0.0140715,0.0415385,0.0851273,0.0252588,0.0318139,0.0609151,0.0273195,0.031831,=AVERAGE(A214:J214)
0.0443954,0.0274541,0.034421,0.0571418,0.135248,0.0448172,0.0331199,0.041616,0.0241625,0.103738,=AVERAGE(A215:J215)
0.0189819,0.0149212,0.0685369,0.0782889,0.174903,0.0244894,0.0073998,0.088751,0.000488043,0.00299001,=AVERAGE(A216:J216)
0.0301297,0.0265036,0.0342839,0.0181887,0.130427,0.0576072,0.0382617,0.0844079,0.0635195,0.0281792,=AVERAGE(A217:J217)
0.0353694,0.00455523,0.0891827,0.0444503,0.0436206,0.0188811,0.0199566,0.0379741,0.0568795,0.0844955,=AVERAGE(A218:J218)
0.00913882,0.0578718,0.06071,0.0142848,0.0160289,0.0227873,0.0644352,0.11601,0.01864,0.11284,=AVERAGE(A219:J219)
0.00817204,0.116478,0.002105,0.0707837,0.014534,0.0297718,0.0544362,0.11202,0.0536577,0.00919485,=AVERAGE(A220:J220)
0.00497794,0.0825816,0.0298586,0.0050323,0.0655375,0.0187359,0.000476599,0.0435259,0.0082016,0.0103807,=AVERAGE(A221:J221)
0.00963879,0.0382867,0.0857858,0.00187159,0.115745,0.00169754,0.0225699,0.0359216,0.0107249,0.0892954,=AVERAGE(A222:J222)
0.0296221,0.0121465,0.148828,0.011708,0.109048,0.0203283,0.0105972,0.0833988,0.0546915,0.163693,=AVERAGE(A223:J223)
0.00263333,0.0521089,0.0850936,0.00925398,0.0498877,0.067503,0.0922852,0.00631785,0.0228687,0.21674,=AVERAGE(A224:J224)
0.00359869,0.00970221,0.0718735,0.0105338,0.16144,0.0945827,0.201581,0.116143,0.0709305,0.155841,=AVERAGE(A225:J225)
0.00644279,0.00353241,0.0654378,0.0585338,0.0838758,0.125769,0.154003,0.231836,0.0493576,0.1921,=AVERAGE(A226:J226)
0.0596897,0.0438914,0.0586348,0.111004,0.0612782,0.0294349,0.00370169,0.0876322,0.0492496,0.149764,=AVERAGE(A227:J227)
0.0368001,0.0549922,0.151505,0.0610086,0.161952,0.125307,0.0772401,0.0755072,0.045652,0.145385,=AVERAGE(A228:J228)
0.0521426,0.0136557,0.0670336,0.00157619,0.0142519,0.00814962,0.0597304,0.140476,0.164538,0.029911,=AVERAGE(A229:J229)
0.0243223,0.0389032,0.0406485,0.0108249,0.00490904,0.0357935,0.0261652,0.167766,0.0874271,0.0353618,=AVERAGE(A230:J230)
0.0385065,0.0147557,0.00652862,0.0017302,0.0537817,0.0808907,0.0177662,0.0734101,0.0984046,0.0110438,=AVERAGE(A231:J231)
0.0602431,0.013025,0.037674,0.0389607,0.0615749,0.10709,0.000329971,0.00435269,0.0947791,0.130706,=AVERAGE(A232:J232)
0.00153852,0.0153246,0.0507181,0.0079844,0.0335321,0.131886,0.0264275,0.105541,0.0782553,0.0806705,=AVERAGE(A233:J233)
0.0369811,0.0181413,0.0436123,0.00217748,0.0127387,0.122574,0.0204785,0.0568419,0.111592,0.0518155,=AVERAGE(A234:J234)
0.0254772,0.030041,0.00603366,0.04603,0.0123787,0.0438616,0.0254624,0.0392313,0.000635505,0.0126703,=AVERAGE(A235:J235)
0.0693253,0.0682869,0.00666308,0.000445843,0.000889301,0.0412941,0.00238419,0.0502338,0.00178695,0.0104423,=AVERAGE(A236:J236)
0.0515339,0.0315001,0.0102172,0.0100563,0.0246577,0.0565491,0.0286179,0.058012,0.0167222,0.0716572,=AVERAGE(A237:J237)
0.0606971,0.0563518,0.0135798,0.0627815,0.0372856,0.0204432,0.038548,0.0743232,0.0233689,0.153167,=AVERAGE(A238:J238)
0.0841026,0.0721908,0.0223207,0.0896401,0.00569034,0.0026474,0.0353534,0.0458219,0.0459476,0.0799522,=AVERAGE(A239:J239)
0.0502367,0.0508823,0.0131459,0.0865393,0.0831218,0.0262856,0.0233278,0.0717546,0.00541735,0.0102701,=AVERAGE(A240:J240)
0.0172117,0.0739131,0.167812,0.0145941,0.029861,0.0622595,0.0240767,0.020117,0.0308073,0.0298204,=AVERAGE(A241:J241)
0.0103936,0.217583,0.195717,0.127881,0.00413966,0.117448,0.0887952,0.0811197,0.0173917,0.00867128,=AVERAGE(A242:J242)
0.0237811,0.251576,0.17049,0.126636,0.0644256,0.110021,0.127939,0.346851,0.0410641,0.0115483,=AVERAGE(A243:J243)
0.0187104,0.0654144,0.0112046,0.032692,0.034694,0.0337245,0.112569,0.308157,0.0221255,0.021477,=AVERAGE(A244:J244)
0.00556087,0.310581,0.0345993,0.0176816,0.133726,0.050487,0.0217671,0.039207,0.000434518,0.0608125,=AVERAGE(A245:J245)
0.0267756,0.11057,0.0828614,0.00506353,0.0129398,0.00757074,0.0293679,0.0453575,0.00830209,0.0377948,=AVERAGE(A246:J246)
0.0492597,0.0997982,0.0858049,0.0154741,0.0520859,0.0289574,0.0663819,0.092446,0.0144675,0.018563,=AVERAGE(A247:J247)
0.00369334,0.00276065,0.0995468,0.0127935,0.28665,0.0503125,0.0530083,0.33716,0.0266011,0.0863866,=AVERAGE(A248:J248)
0.0236893,0.193467,0.0939474,0.00644994,0.113858,0.0022347,0.0590259,0.2635,0.0289452,0.134004,=AVERAGE(A249:J249)
0.0174901,0.162502,0.00303173,0.0287027,0.07901,0.0255015,0.0786629,0.0438585,0.0404139,0.0281076,=AVERAGE(A250:J250)
0.00499344,0.0162542,0.0444808,0.0148206,0.0603639,0.000389576,0.0633423,0.0340993,0.0357315,0.00165081,=AVERAGE(A251:J251)
0.0733749,0.00685477,0.0247056,0.00208592,0.043087,0.00791478,0.0411997,0.0647836,0.00656176,0.0104775,=AVERAGE(A252:J252)
0.0124304,0.00698161,0.0444651,0.0208294,0.0104718,0.00677562,0.0670177,0.0213192,0.0179131,0.0876378,=AVERAGE(A253:J253)
0.0400345,0.0879499,0.021523,0.00347447,0.0100491,0.0102603,0.0523858,0.0215995,0.00143766,0.0601398,=AVERAGE(A254:J254)
0.023581,0.147231,0.00430274,0.122036,0.0406671,0.000696182,0.0264571,0.0817775,0.0149291,0.0581524,=AVERAGE(A255:J255)
0.115756,0.13785,0.0011003,0.0608764,0.0358167,0.0346394,0.0274522,0.155203,0.097888,0.11984,=AVERAGE(A256:J256)
0.192053,0.0306647,0.0171418,0.0136681,0.106745,0.046541,0.020884,0.212034,0.159242,0.135918,=AVERAGE(A257:J257)
0.152515,0.0784197,0.0120881,0.107093,0.151356,0.0150599,0.00898623,0.0242283,0.162033,0.0718999,=AVERAGE(A258:J258)
0.0143254,0.0481178,0.033422,0.0234351,0.0332844,0.0276656,0.0404816,0.0149881,0.128825,0.201837,=AVERAGE(A259:J259)
0.0418186,0.0188792,0.0199757,0.0999461,0.0280583,0.0325744,0.0434468,0.0734782,0.00522661,0.184668,=AVERAGE(A260:J260)
0.0135353,0.068573,0.0483944,0.127039,0.00314951,0.00242043,0.0356696,0.0244815,0.0690184,0.037246,=AVERAGE(A261:J261)
0.0514309,0.0449185,0.00636554,0.0727331,0.00211334,0.0301197,0.0338852,0.0403192,0.0478373,0.0643659,=AVERAGE(A262:J262)
0.0125191,0.00588346,0.0332253,0.0122011,0.0285311,0.0220408,0.011467,0.0346439,0.022157,0.0925341,=AVERAGE(A263:J263)
0.0253861,0.0103023,0.00179958,0.010345,0.0232863,0.0389924,0.0316007,0.0378497,0.0778056,0.0415499,=AVERAGE(A264:J264)
0.0196059,0.011152,0.0709381,0.0153115,0.0454235,0.000747204,0.0334601,0.0123277,0.0410804,0.0164454,=AVERAGE(A265:J265)
0.0235403,0.00415158,0.0364244,0.00434375,0.00731444,0.0367036,0.0232158,0.000710964,0.017147,0.0314581,=AVERAGE(A266:J266)
0.0310814,0.182355,0.0139699,0.0149567,0.0168576,0.04898,0.127803,0.0815372,0.0480997,0.0175717,=AVERAGE(A267:J267)
0.0283372,0.292339,0.0778046,0.0668152,0.0589809,0.113554,0.101369,0.15807,0.0139371,0.0383315,=AVERAGE(A268:J268)
0.0198991,0.212104,0.0520077,0.0849971,0.00768423,0.105215,0.0367692,0.186324,0.0742269,0.0366623,=AVERAGE(A269:J269)
0.0487185,0.0192525,0.0139804,0.0551718,0.012537,0.0266552,0.211848,0.000180244,0.00733566,0.0348792,=AVERAGE(A270:J270)
0.0396824,0.133436,0.0258861,0.023566,0.0071857,0.015054,0.0354846,0.0819558,0.0355343,0.0306268,=AVERAGE(A271:J271)
0.0324852,0.0798112,0.0399189,0.0175345,0.0930686,0.0251539,0.0889045,0.0107493,0.0232011,0.0580697,=AVERAGE(A272:J272)
0.00917959,0.164,0.0297465,0.0137436,0.104515,0.011452,0.117961,0.0131879,0.0180899,0.173578,=AVERAGE(A273:J273)
0.016814,0.221799,0.0435846,0.0254376,0.0116146,0.00562692,0.181762,0.0721923,0.104325,0.205278,=AVERAGE(A274:J274)
0.00890112,0.0956173,0.061132,0.023422,0.0927924,0.036881,0.0657091,0.0786028,0.135624,0.108001,=AVERAGE(A275:J275)
0.0201633,0.115486,0.0552189,0.040339,0.094431,0.0700692,0.0426497,0.00165629,0.0479458,0.142083,=AVERAGE(A276:J276)
0.0278738,0.0161266,0.0433722,0.00910878,0.0175631,0.0376427,0.021744,0.0556426,0.00439084,0.0459943,=AVERAGE(A277:J277)
0.0225744,0.0117884,0.0412714,0.00688457,0.0177922,0.042697,0.0113354,0.0386605,0.0252759,0.0971165,=AVERAGE(A278:J278)
0.131628,0.0329406,0.0109055,0.01373,0.0198588,0.0439765,0.0473094,0.0663775,0.0412726,0.00266469,=AVERAGE(A279:J279)
0.302687,0.0351408,0.0253689,0.0112896,0.00853038,0.0132732,0.0912051,0.256395,0.0354855,0.0834766,=AVERAGE(A280:J280)
0.265563,0.00350094,0.00799632,0.0654278,0.0404642,0.0338576,0.0822526,0.234163,0.0778431,0.035877,=AVERAGE(A281:J281)
0.0434992,0.0218287,0.00791621,0.0371709,0.0291853,0.07303,0.0117636,0.01612,0.0543676,0.0139828,=AVERAGE(A282:J282)
0.0529497,0.0188894,0.0108786,0.0612486,5.72205e-06,0.0396457,0.002213,0.0090251,0.00153255,0.0610201,=AVERAGE(A283:J283)
0.0387409,0.0216689,0.00477648,0.0686472,0.00400591,0.0525091,0.0394709,0.0900632,0.0491009,0.0143776,=AVERAGE(A284:J284)
0.121081,0.0332789,0.143715,0.119067,0.0919551,0.0806231,0.0497775,0.0876336,0.0608662,0.0783849,=AVERAGE(A285:J285)
0.097211,0.0165606,0.244371,0.27414,0.142815,0.0454473,0.0433807,0.12763,0.00705338,0.133313,=AVERAGE(A286:J286)
0.0234861,0.00979614,0.168318,0.172253,0.0110168,0.0283391,0.00302005,0.167793,0.0253929,0.0800828,=AVERAGE(A287:J287)
0.00769019,0.00202227,0.104957,0.141983,0.113274,0.0193498,0.00818825,0.0026598,0.010314,0.0178347,=AVERAGE(A288:J288)
0.0235229,0.000653744,0.00845802,0.0871272,0.0213246,0.0310919,0.0166752,0.0422029,0.0164279,0.039979,=AVERAGE(A289:J289)
0.0136263,0.00518441,0.248879,0.0898976,0.0437298,0.0390048,0.0412154,0.0326667,0.06312,0.0456834,=AVERAGE(A290:J290)
0.0217252,0.0174904,0.148741,0.00773549,0.015976,0.00893569,0.0562482,0.027148,0.0147806,0.0161908,=AVERAGE(A291:J291)
0.0337079,0.0665331,0.0305946,0.0590405,0.0204704,0.0161154,0.0458088,0.02479,0.0296352,0.0852071,=AVERAGE(A292:J292)
0.00809121,0.01244,0.00243306,0.0520965,0.036442,0.0121078,0.047811,0.0207767,0.0106851,0.0251451,=AVERAGE(A293:J293)
0.0453544,0.043864,0.0273979,0.0352685,0.0519697,0.128333,0.0962821,0.0786868,0.0281827,0.0182936,=AVERAGE(A294:J294)
0.0286801,0.0513139,0.0112655,0.0821843,0.0565245,0.277573,0.0357041,0.166808,0.0122713,0.047105,=AVERAGE(A295:J295)
0.0803523,0.0197012,0.0601392,0.0483734,0.0177748,0.200289,0.0988531,0.168838,0.0150185,0.0531828,=AVERAGE(A296:J296)
0.0675461,0.00537443,0.0802792,0.0285306,0.0224712,0.0960984,0.204863,0.00963211,0.068606,0.075655,=AVERAGE(A297:J297)
0.0485125,0.0533543,0.0313737,0.0244029,0.0291598,0.120047,0.0668092,0.0334444,0.0748463,0.0463352,=AVERAGE(A298:J298)
0.0235512,0.0227833,0.150668,0.00556231,0.00638318,0.0374024,0.052244,0.0508831,0.0257003,0.0231655,=AVERAGE(A299:J299)
0.0342929,0.0380552,0.0289602,0.000895023,0.0107853,0.0152707,0.00771189,0.059679,0.0313969,0.0228646,=AVERAGE(A300:J300)
0.0197687,0.0113158,0.0456798,0.0517014,0.0150239,0.0104082,0.00884891,0.0857574,0.0219417,0.0804181,=AVERAGE(A301:J301)
0.0188873,0.029099,0.0311186,0.0743677,0.0064497,0.0327032,0.000775576,0.0181365,0.000717521,0.0806273,=AVERAGE(A302:J302)
0.0358825,0.00369549,0.0419173,0.0195146,0.0947677,0.0204237,0.0168004,0.00182962,0.0237229,0.00349069,=AVERAGE(A303:J303)
0.00791001,0.00973415,0.0472891,0.0917796,0.145764,0.00382328,0.0539908,0.0892829,0.0112265,0.00593591,=AVERAGE(A304:J304)
0.0149603,0.0965709,0.00171447,0.0591578,0.183712,0.0154161,0.0157435,0.138605,0.000733495,0.025795,=AVERAGE(A305:J305)
0.0114138,0.196207,0.0188735,0.0170212,0.0140131,0.00443864,0.0414405,0.00918627,0.0656395,0.0375161,=AVERAGE(A306:J306)
0.0289984,0.148415,0.0302334,0.0982771,0.102552,0.0526872,0.00974178,0.0378935,0.0714388,0.0413222,=AVERAGE(A307:J307)
0.0228999,0.0600057,0.00604153,0.10692,0.130251,0.124325,0.0680817,0.103377,0.00251544,0.148306,=AVERAGE(A308:J308)
0.084406,0.0742989,0.0919982,0.0479741,0.0603809,0.0826421,0.176009,0.0752311,0.0170012,0.148653,=AVERAGE(A309:J309)
0.0769769,0.0338712,0.110788,0.0370202,0.0106049,0.0295691,0.0820999,0.108079,0.0476254,0.0323627,=AVERAGE(A310:J310)
0.0311856,0.0265429,0.0297027,0.016439,0.055943,0.0462275,0.105534,0.0822014,0.00449944,0.0491691,=AVERAGE(A311:J311)
0.0259125,0.0382328,0.00127459,0.0360262,0.038357,0.0739188,0.0198927,0.0451217,0.0823461,0.00144815,=AVERAGE(A312:J312)
0.00700617,0.00822735,0.0374188,0.00382185,0.0057075,0.0116701,0.00114346,0.00567269,0.0675606,0.015295,=AVERAGE(A313:J313)
0.0279276,0.0257363,0.00917673,0.0356369,0.0842799,0.0571583,0.0159333,0.0941435,0.0544991,0.0227804,=AVERAGE(A314:J314)
0.0161436,0.00050211,0.0240407,0.0432744,0.0133295,0.0194302,0.0519862,0.0167751,0.00255179,0.108568,=AVERAGE(A315:J315)
0.00867248,0.0795712,0.0166111,0.103047,0.0113521,0.034862,0.101965,0.0362051,0.0533344,0.12397,=AVERAGE(A316:J316)
0.00831056,0.0953609,0.0903978,0.0951644,0.0321448,0.0205128,0.115604,0.0313442,0.0153857,0.0128357,=AVERAGE(A317:J317)
0.00810194,0.0211842,0.190602,0.0168135,0.0110791,0.00908422,0.0648236,0.0457409,6.19888e-05,0.0797443,=AVERAGE(A318:J318)
0.00088048,0.081058,0.349602,0.0193427,0.0531157,0.00587368,0.0181017,0.153624,0.0553823,0.120013,=AVERAGE(A319:J319)
0.0242658,0.072976,0.190725,0.0223157,0.0224478,0.0134945,0.00553823,0.169337,0.0574079,0.0284851,=AVERAGE(A320:J320)
0.086432,0.0232239,0.0382435,0.0789018,0.05993,0.00332975,0.0021534,0.208607,0.133802,0.0203636,=AVERAGE(A321:J321)
0.253652,0.0238676,0.212415,0.209035,0.147807,0.0286038,0.0108531,0.112583,0.139955,0.0350027,=AVERAGE(A322:J322)
0.28653,0.0430794,0.195295,0.102439,0.0220761,0.000472069,0.0423586,0.15379,0.0136737,0.117098,=AVERAGE(A323:J323)
0.0756893,0.0757645,0.0970303,0.184216,0.148205,0.00569797,0.0277519,0.0691314,0.125384,0.000618815,=AVERAGE(A324:J324)
0.0394406,0.05713,0.0461104,0.0893269,0.082738,0.000306129,0.0120006,0.0189493,0.157351,0.164726,=AVERAGE(A325:J325)
0.0386863,0.0119019,0.0281453,0.0480576,0.00155401,0.0270348,0.00743604,0.1368,0.0891736,0.12012,=AVERAGE(A326:J326)
0.0454333,0.0285108,0.00444651,0.0268588,0.050741,0.015413,0.0033896,0.0953885,0.0178505,0.129401,=AVERAGE(A327:J327)
0.0318978,0.0258422,0.0247896,0.0204058,0.0690122,0.00956059,0.0667644,0.0313709,0.0129323,0.0622754,=AVERAGE(A328:J328)
0.0275779,0.0446019,0.0844025,0.00602221,0.0633896,0.00894976,0.0494742,0.0504314,0.0468816,0.0221424,=AVERAGE(A329:J329)
0.0180027,0.024606,0.0963107,0.0168622,0.011735,0.0158269,0.00584579,0.0484446,0.00881588,0.0609209,=AVERAGE(A330:J330)
0.0192704,0.0198176,0.00944543,0.127216,0.0105743,0.00657105,0.0071857,0.000996113,0.0448618,0.00599027,=AVERAGE(A331:J331)
0.0590075,0.00280023,0.0154495,0.0470617,0.0321329,0.00328803,0.0177829,0.108169,0.045156,0.030957,=AVERAGE(A332:J332)
0.00341082,0.0117371,0.0455313,0.018806,0.00272059,0.0309122,0.0679321,0.132915,0.0575757,0.00015521,=AVERAGE(A333:J333)
0.0145485,0.0115581,0.10774,0.0537174,0.0211868,0.00572729,0.0352414,0.072475,0.0733863,0.00826836,=AVERAGE(A334:J334)
0.0175049,0.0466623,0.165115,0.0185366,0.0127804,0.0107551,0.0338943,0.0323246,0.100568,0.0243628,=AVERAGE(A335:J335)
0.0458491,0.139422,0.154063,0.120477,0.0339458,0.0250459,0.0358751,0.049551,0.127124,0.0455759,=AVERAGE(A336:J336)
0.00512815,0.108559,0.139347,0.118069,0.0442305,0.0342245,0.0508764,0.00243044,0.0202312,0.0951553,=AVERAGE(A337:J337)
0.0244057,0.0328941,0.0610051,0.0703279,0.0324013,0.030297,0.0768012,0.0109749,0.0632544,0.0568914,=AVERAGE(A338:J338)
0.0136058,0.0281563,0.11416,0.093685,0.00449657,0.0128562,0.0365348,0.125591,0.0511179,0.00468969,=AVERAGE(A339:J339)
0.0479996,0.0628969,0.163779,0.00677299,0.0118613,0.058687,0.00137615,0.0907469,0.118374,0.0183442,=AVERAGE(A340:J340)
0.0198529,0.00928092,0.0803237,0.024441,0.0106938,0.0906924,0.0106814,0.000889063,0.0720535,0.0597917,=AVERAGE(A341:J341)
0.00452447,0.082033,0.066783,0.0112276,0.0286314,0.0114923,0.0174112,0.0290816,0.0588222,0.0157373,=AVERAGE(A342:J342)
0.0460846,0.119065,0.053329,0.0188141,0.0290706,0.0198872,0.032531,0.0193794,0.109224,0.107529,=AVERAGE(A343:J343)
0.0853419,0.0522869,0.151076,0.0334005,0.0125034,0.015245,0.0793103,0.148173,0.0497937,0.241581,=AVERAGE(A344:J344)
0.164823,0.000799179,0.0129814,0.0205915,0.0113902,0.00993776,0.0720825,0.0729952,0.00902319,0.0162705,=AVERAGE(A345:J345)
0.0284185,0.00741816,0.0581942,0.0377276,0.00374103,0.00535774,0.00509405,0.0862946,0.0302716,0.0948571,=AVERAGE(A346:J346)
0.0566697,0.0364094,0.0601541,0.0190699,0.01544,0.0365407,0.0505447,0.0773402,0.0117247,0.0244861,=AVERAGE(A347:J347)
0.0488117,0.018014,0.00747871,0.0104985,0.00145364,0.0399978,0.00498462,0.00204921,0.0322495,0.0471096,=AVERAGE(A348:J348)
0.0574064,0.0375795,0.00409985,0.14578,0.005126,0.0249562,0.0241387,0.0302114,0.0213904,0.0879728,=AVERAGE(A349:J349)
0.104129,0.00948286,0.0170259,0.262831,0.0268073,0.00330186,0.0186503,0.0927109,0.00666046,0.0963087,=AVERAGE(A350:J350)
0.0913001,0.00878215,0.00780487,0.188498,0.0281343,0.0136073,0.0158617,0.0443094,0.0553762,0.066862,=AVERAGE(A351:J351)
0.047241,0.0909957,0.0416272,0.207792,0.151575,0.0971032,0.0673852,0.254135,0.0396594,0.0529904,=AVERAGE(A352:J352)
0.078845,0.107335,0.238169,0.179095,0.221152,0.297511,0.333219,0.167041,0.0648384,0.0563879,=AVERAGE(A353:J353)
0.386928,0.442247,0.0361977,0.574233,0.278713,0.00621462,0.0555072,0.214731,0.365566,0.343571,=AVERAGE(A354:J354)
0.0488634,0.094163,0.35378,0.119164,0.336687,0.481308,0.727881,0.310238,0.214203,0.408742,=AVERAGE(A355:J355)
0.217577,0.617912,0.278089,0.384508,0.278143,0.0692973,0.675659,0.212822,0.0172729,0.452422,=AVERAGE(A356:J356)
0.413616,0.0484106,0.046911,0.126082,0.0580812,0.235374,0.443376,0.0292323,0.0379248,0.0650573,=AVERAGE(A357:J357)
0.534471,0.14497,0.0588276,0.532985,0.0918717,0.0294487,0.520018,0.325279,0.0674915,0.115821,=AVERAGE(A358:J358)
0.135947,0.0463712,0.0194755,0.749759,0.0630341,0.056164,0.115678,0.478885,0.100363,0.064065,=AVERAGE(A359:J359)
0.0540462,0.297726,0.00969434,0.353399,0.204781,0.000577688,0.080317,0.0596334,0.151012,0.0936203,=AVERAGE(A360:J360)
0.248375,0.0864047,0.349233,0.104762,0.415398,0.462532,0.00338769,0.00122619,0.268602,0.60485,=AVERAGE(A361:J361)
0.487873,0.00476336,0.175043,0.3237,0.094287,0.374744,0.0309949,0.0861796,0.257387,0.0375156,=AVERAGE(A362:J362)
0.0539885,0.0436788,0.288994,0.370522,0.265745,0.0621467,0.0215306,0.175562,0.314904,0.0258043,=AVERAGE(A363:J363)
0.0310698,0.0699577,0.232151,0.284424,0.126125,0.203115,0.20119,0.079733,0.0478258,0.135443,=AVERAGE(A364:J364)
0.0245512,0.485173,0.626774,0.14147,0.319069,0.402013,0.00568342,0.515763,0.0484567,0.385,=AVERAGE(A365:J365)
0.266736,0.219555,0.590595,0.0428379,0.065743,0.439917,0.372442,0.0307314,0.136202,0.253983,=AVERAGE(A366:J366)
0.199892,0.013474,0.446451,0.123266,0.0926823,0.225334,0.0258703,0.217182,0.00357032,0.130811,=AVERAGE(A367:J367)
0.51519,0.21953,0.242481,0.351338,0.105967,0.399584,0.21122,0.0318813,0.0127673,0.173855,=AVERAGE(A368:J368)
0.321759,0.0243781,0.421058,0.14098,0.158477,0.352284,0.309505,0.0883712,0.264319,0.0984325,=AVERAGE(A369:J369)
0.771886,0.0171425,0.175798,0.0729365,0.137219,0.381954,0.685456,0.189328,0.372809,0.0396214,=AVERAGE(A370:J370)
0.354748,0.0852876,0.249475,0.0265312,0.303121,0.660333,0.365927,0.0209851,0.463777,0.209545,=AVERAGE(A371:J371)
0.0772007,0.0748782,0.314054,0.357027,0.485821,0.32303,0.287321,0.150019,0.145778,0.227768,=AVERAGE(A372:J372)
0.421975,0.0232558,0.291922,0.264532,0.288858,0.526993,0.0343907,0.13889,0.36328,0.025821,=AVERAGE(A373:J373)
0.549346,0.0110872,0.0560902,0.0818731,0.394555,0.478786,0.108052,0.125724,0.147604,0.123192,=AVERAGE(A374:J374)
0.0903854,0.228542,0.0901593,0.401646,0.254656,0.0507109,0.134889,0.188963,0.00176477,0.143143,=AVERAGE(A375:J375)
0.264387,0.183353,0.442088,0.647197,0.406127,0.265145,0.0633488,0.146435,0.0445147,0.0199995,=AVERAGE(A376:J376)
0.56424,0.383862,0.11277,0.0650957,0.10757,0.186884,0.178908,0.176964,0.16182,0.0433197,=AVERAGE(A377:J377)
0.759735,0.243484,0.155843,0.0458538,0.125629,0.206861,0.141539,0.050721,0.113523,0.254812,=AVERAGE(A378:J378)
0.485469,0.242056,0.245197,0.414908,0.354998,0.618053,0.0103388,0.0914353,0.184767,0.15388,=AVERAGE(A379:J379)
0.0226018,0.353226,0.0830398,0.486899,0.48903,0.554703,0.108598,0.0528172,0.268598,0.226405,=AVERAGE(A380:J380)
0.208555,0.214427,0.111759,0.194133,0.40476,0.255603,0.103195,0.390869,0.101091,0.154117,=AVERAGE(A381:J381)
0.0905352,0.286474,0.139333,0.1207,0.618313,0.289331,0.523655,0.475673,0.0593279,0.0376198,=AVERAGE(A382:J382)
0.4487,0.195347,0.113176,0.403323,0.141787,0.11512,0.457344,0.44788,0.114607,0.155562,=AVERAGE(A383:J383)
0.207248,0.118594,0.103088,0.382763,0.076685,0.0982627,0.567318,0.236394,0.0696793,0.0222294,=AVERAGE(A384:J384)
0.0132608,0.632053,0.0574911,0.174435,0.111401,0.0419195,0.506674,0.0611857,0.0740737,0.0461605,=AVERAGE(A385:J385)
